ID-080426	1.30E+03	9.50E+01	2.20E+00	5.00E-01
ID-080426	1.40E+03	1.10E+02	2.10E+00	4.50E-01
ID-080426	1.50E+03	1.30E+02	1.70E+00	3.80E-01
ID-080426	1.70E+03	2.10E+02	1.00E+00	2.30E-01
ID-080426	1.90E+03	1.90E+02	1.40E+00	2.90E-01
ID-080426	6.20E+03	2.60E+02	6.50E-01	1.70E-01
ID-080426	6.60E+03	6.90E+02	2.40E-01	6.30E-02
ID-080426	7.50E+03	9.80E+02	1.90E-01	4.70E-02
ID-080426	1.30E+04	2.10E+03	1.10E-01	2.50E-02
ID-080426	2.10E+04	8.10E+03	5.60E-02	1.20E-02
ID-080426	3.80E+04	2.00E+04	2.10E-02	5.70E-03
ID-080426	7.00E+04	4.20E+04	4.90E-03	2.80E-03
ID-080503	9.20E+02	2.20E+03	4.50E-01	1.80E-01
ID-080503	3.90E+05	3.20E+04	2.10E-03	9.60E-04
ID-080503	1.90E+06	3.30E+04	8.00E-05	0.00E+00
ID-080702A	3.90E+03	2.20E+04	4.10E-02	8.90E-03
ID-080702A	7.50E+04	7.60E+04	1.30E-02	0.00E+00
ID-080905A	7.58E+02	5.90E+02	7.40E-01	3.10E-01
ID-080919	1.00E+03	1.50E+03	3.90E-01	2.00E-01
ID-080919	3.00E+04	1.70E+05	5.90E-03	5.70E-03
ID-081024A	5.97E+02	1.60E+03	3.90E-01	7.00E-02
ID-081024A	1.50E+04	3.70E+04	3.20E-03	0.00E+00
ID-081226A	1.60E+04	4.30E+04	2.60E-02	1.40E-02
ID-081226B	1.30E+04	8.00E+03	6.60E-03	0.00E+00
ID-090305A	4.80E+03	1.30E+04	2.00E-03	0.00E+00
ID-090426A	1.00E+03	9.50E+01	1.20E+00	2.60E-01
ID-090426A	1.10E+03	1.10E+02	1.00E+00	2.30E-01
ID-090426A	1.20E+03	9.50E+01	1.20E+00	2.60E-01
ID-090426A	1.40E+03	1.50E+02	7.70E-01	1.70E-01
ID-090426A	1.50E+03	9.20E+01	1.20E+00	2.70E-01
ID-090426A	1.60E+03	1.00E+02	1.10E+00	2.50E-01
ID-090426A	1.70E+03	1.80E+02	6.20E-01	1.40E-01
ID-090426A	1.90E+03	2.40E+02	4.50E-01	1.00E-01
ID-090426A	2.20E+03	2.20E+02	6.80E-01	1.30E-01
ID-090426A	5.60E+03	3.50E+02	2.70E-01	7.20E-02
ID-090426A	6.00E+03	3.50E+02	2.70E-01	7.10E-01
ID-090426A	6.40E+03	4.80E+02	2.00E-01	5.10E-02
ID-090426A	6.90E+03	4.80E+02	2.00E-01	5.10E-02
ID-090426A	7.60E+03	9.40E+02	1.80E-01	3.50E-02
ID-090426A	1.80E+04	1.20E+04	6.00E-02	1.30E-02
ID-090426A	2.30E+05	7.50E+05	1.50E-03	6.50E-04
ID-090510	1.00E+03	3.10E+01	2.70E+00	1.00E+00
ID-090510	2.80E+03	8.90E+01	6.10E-01	2.60E-01
ID-090510	2.90E+03	1.40E+02	4.70E-01	2.10E-01
ID-090510	3.10E+03	1.70E+02	3.70E-01	1.70E-01
ID-090510	3.30E+03	3.40E+02	1.80E-01	8.10E-02
ID-090510	3.60E+03	2.50E+02	2.20E-01	1.00E-01
ID-090510	3.90E+03	3.20E+02	1.80E-01	8.40E-02
ID-090510	6.20E+03	7.70E+02	5.10E-02	2.70E-02
ID-090510	6.80E+03	5.50E+02	7.30E-02	3.90E-02
ID-090510	1.30E+04	9.20E+03	2.00E-02	1.00E-02
ID-090510	4.10E+04	7.60E+04	4.00E-03	1.30E-03
ID-090515	8.10E+02	2.20E+03	2.40E-01	9.30E-02
ID-090607	9.30E+02	2.00E+03	6.00E-02	1.70E-02
ID-090607	2.00E+04	2.40E+04	6.60E-03	0.00E+00
ID-090621B	7.20E+03	8.30E+03	4.00E-02	1.00E-02
ID-090621B	2.50E+04	2.50E+04	6.00E-03	3.40E-03
ID-090916	6.50E+04	1.20E+04	9.40E-04	0.00E+00
ID-091109B	5.70E+03	2.40E+03	9.70E-02	1.90E-02
ID-091109B	1.60E+04	1.30E+04	3.00E-02	2.30E-02
ID-091109B	5.80E+04	5.80E+04	1.10E-02	7.90E-03
ID-091109B	2.00E+05	1.20E+05	1.10E-02	9.60E-03
ID-100117A	3.10E+04	3.60E+05	2.20E-03	7.20E-04
ID-100206A	2.40E+04	9.50E+04	3.30E-03	0.00E+00
ID-100213	2.00E+04	3.10E+04	3.30E-02	0.00E+00
ID-100625A	1.60E+04	1.30E+04	4.40E-03	1.80E-03
ID-100625A	9.00E+04	4.60E+04	8.20E-03	0.00E+00
ID-100628A	3.90E+05	2.00E+04	5.90E+04	0.00E+00
ID-100702A	1.40E+04	4.30E+04	1.10E-02	0.00E+00
ID-101219A	7.70E+02	3.20E+02	5.80E-01	2.00E-01
ID-101219A	8.60E+03	1.40E+04	3.80E-02	1.40E-02
ID-101219A	3.40E+05	2.00E+05	1.90E-04	0.00E+00
ID-101224A	1.90E+03	4.00E+04	1.50E-02	5.00E-03
ID-110112A	4.60E+03	1.00E+03	8.30E-02	2.80E-02
ID-110112A	5.40E+03	6.10E+02	1.40E-01	4.70E-02
ID-110112A	6.20E+03	9.40E+02	1.40E-01	4.30E-02
ID-110112A	1.10E+04	2.50E+03	6.40E-02	1.60E-02
ID-110112A	1.90E+04	6.60E+03	2.50E-02	8.80E-03
ID-110112A	2.80E+04	1.30E+04	1.20E-02	4.30E-03
ID-110112A	4.50E+04	2.30E+04	7.30E-03	3.10E-03
ID-110112A	1.40E+05	2.70E+05	2.00E-03	1.00E-03
ID-110112B	6.10E+04	1.20E+04	2.40E-03	0.00E+00
ID-111020A	1.10E+03	5.20E+02	1.00E+00	2.00E-01
ID-111020A	5.80E+03	2.50E+03	1.90E-01	3.90E-02
ID-111020A	1.20E+04	2.50E+03	1.30E-01	3.20E-02
ID-111020A	1.90E+04	6.40E+03	1.10E-01	2.70E-02
ID-111020A	2.60E+04	6.30E+03	1.40E-01	3.70E-02
ID-111020A	3.20E+04	5.90E+03	1.20E-01	3.10E-02
ID-111020A	4.20E+04	1.60E+04	1.00E-01	2.80E-02
ID-111020A	1.00E+05	1.50E+05	1.90E-02	6.40E-03
ID-111020A	2.90E+05	2.10E+05	1.30E-02	4.90E-03
ID-111020A	6.90E+04	1.40E+04	3.10E-02	2.40E-03
ID-111020A	2.60E+05	2.00E+04	7.00E-03	1.00E-03
ID-111020A	5.10E+05	2.10E+05	1.90E-02	0.00E+00
ID-111020A	8.80E+05	2.00E+04	1.10E-03	0.00E+00
ID-111117A	1.00E+03	1.80E+02	5.50E-01	2.00E-01
ID-111117A	1.20E+03	2.10E+02	4.50E-01	1.50E-01
ID-111117A	5.00E+03	8.80E+02	1.10E-01	3.50E-02
ID-111117A	5.50E+04	1.90E+05	4.00E-03	1.40E-03
ID-111117A	2.60E+05	4.00E+04	4.20E-04	1.60E-04
ID-111121A	4.20E+03	8.50E+01	2.20E+00	4.70E-01
ID-111121A	4.30E+03	1.30E+02	1.30E+00	3.00E-01
ID-111121A	4.50E+03	1.40E+02	1.40E+00	3.10E-01
ID-111121A	4.70E+03	2.30E+02	1.40E+00	2.60E-01
ID-111121A	4.90E+03	1.10E+02	1.60E+00	3.70E-01
ID-111121A	5.10E+03	2.00E+02	1.10E+00	2.20E-01
ID-111121A	5.30E+03	2.50E+02	9.30E-01	2.10E-01
ID-111121A	5.60E+03	3.30E+02	1.00E+00	2.00E-01
ID-111121A	6.00E+03	1.30E+02	1.30E+00	3.00E-01
ID-111121A	6.20E+03	1.40E+02	1.20E+00	2.80E-01
ID-111121A	6.30E+03	1.60E+02	1.10E+00	2.50E-01
ID-111121A	6.50E+03	1.60E+02	1.10E+00	2.50E-01
ID-111121A	6.70E+03	2.10E+02	1.10E+00	2.10E-01
ID-111121A	1.00E+04	1.60E+02	1.20E+00	2.60E-01
ID-111121A	1.00E+04	1.80E+02	1.00E+00	2.30E-01
ID-111121A	1.10E+04	3.80E+02	3.40E-01	9.00E-02
ID-111121A	1.10E+04	1.90E+02	9.40E-01	2.10E-01
ID-111121A	1.10E+04	1.80E+02	7.40E-01	1.90E-01
ID-111121A	1.10E+04	2.40E+02	5.40E-01	1.40E-01
ID-111121A	1.10E+04	2.20E+02	6.00E-01	1.60E-01
ID-111121A	1.20E+04	2.70E+02	5.00E-01	1.30E-01
ID-111121A	1.20E+04	6.60E+02	3.70E-01	7.20E-02
ID-111121A	1.60E+04	9.90E+02	2.40E-01	6.30E-02
ID-111121A	1.80E+04	1.60E+03	1.70E-01	4.30E-02
ID-111121A	2.20E+04	6.70E+02	2.20E-01	5.70E-02
ID-111121A	2.30E+04	1.80E+03	1.20E-01	2.60E-02
ID-111121A	4.20E+04	3.70E+04	4.50E-02	8.30E-03
ID-111121A	1.40E+05	6.50E+04	2.00E-02	0.00E+00
ID-111222A	9.70E+04	7.30E+03	4.70E-02	9.50E-03
ID-111222A	7.80E+05	5.20E+04	2.70E-02	0.00E+00
ID-111222A	4.00E+06	1.70E+05	1.40E-02	0.00E+00
ID-120305A	2.30E+04	9.40E+04	1.60E-02	8.00E-03
ID-120521A	6.80E+03	7.30E+03	2.00E-02	0.00E+00
ID-120630A	6.60E+02	1.20E+03	1.10E-01	2.40E-02
ID-120804A	4.30E+03	2.00E+02	1.10E+00	2.30E-01
ID-120804A	4.50E+03	2.10E+02	8.20E-01	2.00E-01
ID-120804A	4.70E+03	1.80E+02	8.50E-01	2.20E-01
ID-120804A	4.90E+03	1.80E+02	1.10E+00	2.60E-01
ID-120804A	5.20E+03	2.80E+02	5.40E-01	1.40E-01
ID-120804A	5.40E+03	2.60E+02	5.80E-01	1.50E-01
ID-120804A	5.70E+03	3.00E+02	5.00E-01	1.30E-01
ID-120804A	6.00E+03	3.50E+02	4.30E-01	1.20E-01
ID-120804A	6.40E+03	4.90E+02	3.40E-01	9.00E-02
ID-120804A	1.10E+04	2.60E+03	2.90E-01	5.60E-02
ID-120804A	1.70E+04	2.50E+03	2.00E-01	5.10E-02
ID-120804A	2.30E+04	2.60E+03	1.10E-01	2.10E-02
ID-120804A	3.00E+04	5.70E+03	9.60E-02	2.60E-02
ID-120804A	3.40E+04	2.60E+03	1.00E-01	2.10E-02
ID-120804A	4.30E+04	8.20E+03	4.90E-02	1.30E-02
ID-120804A	6.20E+04	2.30E+04	7.60E-02	1.60E-02
ID-120804A	1.40E+05	9.30E+04	4.80E-02	1.40E-02
ID-120804A	3.10E+05	2.80E+05	6.80E-03	2.20E-03
ID-120804A	5.00E+05	2.30E+04	4.60E-02	0.00E+00
ID-120804A	8.10E+05	2.00E+04	3.50E-03	6.20E-04
ID-120804A	1.60E+06	2.50E+04	3.00E-03	6.20E-04
ID-120804A	4.00E+06	5.90E+04	6.60E-04	1.30E-03
ID-120817B	6.80E+04	2.80E+03	5.90E-03	0.00E+00
