GRB,Time,Tpos,Tneg,Flux,Fluxpos,Fluxneg
210323A,1249.877,69.78,-65.615,8.1690219e-12,1.843243428e-12,-1.843243428e-12
210323A,1420.455,92.259,-100.798,8.83482418e-12,1.602292432e-12,-1.602292432e-12
210323A,4881.385,148.491,-134.834,6.0261838e-12,1.076685038e-12,-1.076685038e-12
210323A,10687.356,119.332,-133.907,3.210631866e-12,8.38827158e-13,-8.38827158e-13
210323A,10993.57,206.765,-186.883,2.067292344e-12,5.40647328e-13,-5.40647328e-13
210323A,11379.564,109.113,-179.228,2.834029302e-12,7.41167258e-13,-7.41167258e-13
210323A,11586.116,133.234,-97.439,3.526462082e-12,9.1861523e-13,-9.1861523e-13
210323A,11824.731,90.19,-105.381,4.200151852e-12,1.097354726e-12,-1.097354726e-12
210323A,12068.917,222.092,-153.996,4.074584956e-12,7.79004668e-13,-7.79004668e-13
210323A,26009.106,8143.399,-3170.715,2.99158418e-13,7.79126218e-14,-7.79126218e-14
210323A,51809.284,29439.131,-12636.609,3.459088022e-14,2.054037206e-14,-1.55843454e-14
210217A,132.308,30.017,-22.637,3.607108044e-11,8.08821744e-12,-8.08821744e-12
210217A,197.554,24.946,-35.23,3.173266392e-11,7.11541512e-12,-7.11541512e-12
210217A,247.69,24.957,-25.19,3.69160524e-11,8.30081916e-12,-8.30081916e-12
210217A,301.878,18.407,-29.232,3.90556104e-11,8.76966192e-12,-8.76966192e-12
210217A,363.785,34.228,-43.499,2.500847004e-11,5.51568492e-12,-5.51568492e-12
210217A,452.618,53.207,-54.605,3.064182228e-11,5.21252352e-12,-5.21252352e-12
210217A,4529.703,75.94,-64.471,6.40094076e-12,1.44582264e-12,-1.44582264e-12
210217A,4697.632,50.929,-91.989,6.33409236e-12,1.422700608e-12,-1.422700608e-12
210217A,4809.351,79.619,-60.791,6.68892828e-12,1.492979592e-12,-1.492979592e-12
210217A,5011.241,78.315,-122.27,4.4932578e-12,1.013778864e-12,-1.013778864e-12
210217A,5180.8,99.313,-91.244,4.70344896e-12,1.067213316e-12,-1.067213316e-12
210217A,5399.399,91.328,-119.286,4.24899516e-12,9.67384884e-13,-9.67384884e-13
210217A,5585.352,88.4,-94.624,5.397441e-12,1.163731692e-12,-1.163731692e-12
210217A,9947.03,122.47,-291.235,1.95373842e-12,4.9431546e-13,-4.9431546e-13
210217A,18190.394,3637.654,-2769.381,1.07537202e-12,2.130672408e-13,-2.130672408e-13
210217A,28149.155,4678.27,-1245.351,6.98384988e-13,1.383329244e-13,-1.383329244e-13
210217A,124397.027,126515.25,-45469.011,8.80450344e-14,2.804130048e-14,-2.343139836e-14
201221D,336.776,23184.683,-239.717,2.090123999e-13,4.766202554e-14,-4.766202554e-14
201221D,429521.69,495.192,-46991.169,1.4901316e-13,0.0,inf
201015A,3310.228,71.041,-84.413,6.5408116e-12,1.468955514e-12,-1.468955514e-12
201015A,3461.632,112.699,-80.364,5.24148886e-12,1.178007166e-12,-1.178007166e-12
201015A,3683.105,124.408,-108.773,4.32292476e-12,9.77255568e-13,-9.77255568e-13
201015A,3986.463,187.111,-178.95,4.13333746e-12,7.63490962e-13,-7.63490962e-13
201015A,4543.011,93.198,-181.274,3.512123936e-12,9.32032818e-13,-9.32032818e-13
201015A,4781.069,166.044,-144.86,3.533463104e-12,7.7267322e-13,-7.7267322e-13
201015A,10031.02,264.898,-191.435,1.684735592e-12,4.40228994e-13,-4.40228994e-13
201015A,14728.676,52903.28,-4432.758,3.80179351e-13,5.97395214e-14,-5.97395214e-14
201015A,1772518.626,113900.701,-208596.477,3.774712396e-14,1.460773828e-14,-1.203415486e-14
201006A,153.568,60.668,-62.19,1.04271083e-11,2.336351787e-12,-2.336351787e-12
201006A,309.663,100.143,-95.427,6.50512198e-12,1.459566234e-12,-1.459566234e-12
201006A,517.497,120.475,-107.691,4.208680315e-12,1.09363709e-12,-1.09363709e-12
201006A,771.421,97.224,-133.448,4.948710515e-12,1.175327594e-12,-1.175327594e-12
201006A,2210.124,20647.714,-1341.479,6.96703021e-13,1.183287441e-13,-1.183287441e-13
201006A,67538.908,248521.956,-3993.029,1.0000781e-13,0.0,inf
200917A,88.9847439851435,4.22604796031403,-3.83243506104827,1.07969900748505e-10,2.48046729392239e-11,-2.48307322744292e-11
200917A,142.658,35.042,-30.148,2.802063338e-11,6.28480726e-12,-6.28480726e-12
200917A,240.144,75.458,-62.445,1.275981119e-11,2.867785164e-12,-2.867785164e-12
200917A,371.547,66.914,-55.945,8.27191895e-12,1.875030028e-12,-1.875030028e-12
200917A,544.728,106.855,-106.267,4.75593911e-12,1.082617647e-12,-1.082617647e-12
200917A,773.627,66.005,-122.044,3.987550094e-12,1.055958353e-12,-1.055958353e-12
200917A,943.571,89.125,-103.939,3.897850155e-12,1.030737905e-12,-1.030737905e-12
200917A,1143.713,154.759,-111.017,2.797326543e-12,7.47149068e-13,-7.47149068e-13
200917A,1386.369,137.762,-87.897,3.509793305e-12,9.03301988e-13,-9.03301988e-13
200917A,1623.055,84.112,-98.923,5.51662104e-12,1.245219815e-12,-1.245219815e-12
200917A,1765.459,67.06,-58.293,8.49576132e-12,1.868748799e-12,-1.868748799e-12
200917A,5186.459,56.385,-48.922,9.62973873e-12,2.174198542e-12,-2.174198542e-12
200917A,5300.052,45.593,-57.207,9.9071293e-12,2.224817094e-12,-2.224817094e-12
200917A,5400.949,72.569,-55.304,7.99272668e-12,1.802648197e-12,-1.802648197e-12
200917A,5529.074,62.287,-55.557,8.65907914e-12,1.94663629e-12,-1.94663629e-12
200917A,5659.824,44.366,-68.463,9.01664536e-12,2.027020183e-12,-2.027020183e-12
200917A,5800.567,51.556,-96.376,6.83950041e-12,1.54588793e-12,-1.54588793e-12
200917A,5917.601,42.336,-65.479,9.53308381e-12,2.147737854e-12,-2.147737854e-12
200917A,6054.541,128.54,-94.604,8.07532415e-12,1.373370965e-12,-1.373370965e-12
200917A,11000.443,95.125,-138.055,4.018364611e-12,9.59477737e-13,-9.59477737e-13
200917A,11216.2,120.07,-120.632,4.133758887e-12,9.59307204e-13,-9.59307204e-13
200917A,11429.147,92.665,-92.876,5.69216528e-12,1.285830552e-12,-1.285830552e-12
200917A,11630.885,91.513,-109.072,3.932459136e-12,1.025246072e-12,-1.025246072e-12
200917A,11827.133,143.489,-104.735,4.22908013e-12,9.56725326e-13,-9.56725326e-13
200917A,12161.091,203.17,-190.468,3.841917426e-12,7.21344115e-13,-7.21344115e-13
200917A,24860.326,3594.038,-6077.353,1.250735531e-12,3.319740352e-13,-3.319740352e-13
200917A,32789.488,7715.034,-4335.124,1.03432664e-12,1.404226544e-13,-1.404226544e-13
200917A,152066.166,89076.611,-77669.574,1.959612301e-13,3.868996977e-14,-3.868996977e-14
200917A,487532.861,12511.886,-424.991,1.3498923e-13,0.0,inf
200907B,68.9049924939029,5.04115947791414,-3.67738847913238,9.639900636444e-11,2.41333364911202e-11,-2.41431102782951e-11
200907B,102.639,20.766,-11.829,6.3797664e-11,1.43189136e-11,-1.43189136e-11
200907B,139.82,16.18,-16.415,6.4804944e-11,1.44908304e-11,-1.44908304e-11
200907B,177.752,30.902,-21.752,4.2117336e-11,9.198912e-12,-9.198912e-12
200907B,236.833,31.997,-28.179,3.56467152e-11,8.015616e-12,-8.015616e-12
200907B,305.398,46.173,-36.569,2.81581248e-11,6.0186144e-12,-6.0186144e-12
200907B,723.459,4321.52,-371.888,1.21804848e-12,2.35849488e-13,-2.35849488e-13
200907B,18768.418,415953.833,-8946.798,7.1976e-14,0.0,inf
200826A,60411.644,740.448,-472.483,8.96295456e-13,2.216090394e-13,-2.216090394e-13
200826A,65163.635,517.337,-751.267,8.48778588e-13,2.117071026e-13,-2.117071026e-13
200826A,71522.06,10674.854,-1362.869,6.00355476e-13,1.576228626e-13,-1.576228626e-13
200826A,151239.144,18335.374,-10463.357,2.367300222e-13,5.0747823e-14,-5.0747823e-14
200826A,224516.008,12308.516,-16789.796,2.291683212e-13,5.16299238e-14,-5.16299238e-14
200826A,543707.674,124131.613,-66458.457,1.32829011e-13,3.175791948e-14,-3.175791948e-14
200826A,1438858.946,13901.015,-1849.808,1.920807e-13,0.0,inf
200729A,126.331863454269,1.59780260485132,-1.89274341681568,6.50835420561238e-10,1.19303198274195e-10,-1.19630097919205e-10
200729A,131.363455233371,2.56642574330601,-3.43378917425099,4.31941782854544e-10,7.10108840166125e-11,-7.10110301087315e-11
200729A,145.919,2.134,-1.753,5.886785123e-10,1.074778797e-10,-1.07477812e-10
200729A,150.515,1.796,-2.461,5.246849519e-10,9.89719163e-11,-9.89717809e-11
200729A,154.834,2.099,-2.523,7.2989401e-10,1.088073046e-10,-1.088070338e-10
200729A,159.136,2.334,-2.203,7.24729177e-10,1.104082065e-10,-1.104078003e-10
200729A,163.316,1.848,-1.846,5.886842668e-10,1.110448573e-10,-1.110444511e-10
200729A,167.132,1.478,-1.968,9.54255195e-10,1.453756627e-10,-1.453749857e-10
200729A,170.491,1.817,-1.881,9.23539028e-10,1.361711707e-10,-1.361703583e-10
200729A,174.346,2.085,-2.037,8.10726456e-10,1.208586493e-10,-1.208578369e-10
200729A,178.298,1.725,-1.867,9.16427143e-10,1.396132418e-10,-1.396124294e-10
200729A,181.854,1.528,-1.831,6.480564221e-10,1.222444683e-10,-1.222439944e-10
200729A,185.592,1.606,-2.21,8.62291515e-10,1.313656216e-10,-1.313649446e-10
200729A,188.469,1.099,-1.271,1.342224262e-09,2.136811715e-10,-2.136802914e-10
200729A,191.187,1.199,-1.619,1.185259104e-09,1.766905008e-10,-1.766897561e-10
200729A,194.013,1.777,-1.627,9.81424559e-10,1.463041005e-10,-1.463035589e-10
200729A,197.674,1.643,-1.885,9.46422305e-10,1.410859876e-10,-1.410855814e-10
200729A,200.707,1.537,-1.39,1.140635326e-09,1.700378926e-10,-1.70037351e-10
200729A,203.854,1.648,-1.61,1.008471386e-09,1.53634318e-10,-1.536339118e-10
200729A,207.735,1.84,-2.234,8.24120224e-10,1.24118472e-10,-1.241181335e-10
200729A,211.272,1.25,-1.697,1.113797015e-09,1.696796242e-10,-1.696792857e-10
200729A,214.045,1.898,-1.523,9.43641189e-10,1.469407513e-10,-1.469405482e-10
200729A,217.407,1.381,-1.463,1.155812312e-09,1.760801176e-10,-1.760798468e-10
200729A,220.556,1.628,-1.769,1.01132291e-09,1.507600468e-10,-1.507598437e-10
200729A,223.981,1.747,-1.797,9.53746768e-10,1.452969276e-10,-1.452967245e-10
200729A,227.869,2.026,-2.14,7.81381214e-10,1.243943495e-10,-1.243941464e-10
200729A,231.841,1.856,-1.946,8.62757968e-10,1.314351495e-10,-1.314350141e-10
200729A,235.546,1.935,-1.849,5.732022923e-10,1.081235346e-10,-1.081234669e-10
200729A,239.605,2.087,-2.124,7.78911518e-10,1.186617843e-10,-1.186616489e-10
200729A,243.881,2.482,-2.188,7.02337402e-10,1.069961942e-10,-1.069960588e-10
200729A,248.004,1.728,-1.642,6.436900429e-10,1.214196792e-10,-1.214196115e-10
200729A,251.37,2.195,-1.637,5.521549716e-10,1.07657217e-10,-1.076571493e-10
200729A,255.826,1.083,-2.262,6.167715751e-10,1.243626659e-10,-1.243625982e-10
200729A,258.809,1.557,-1.899,8.41465641e-10,1.501440445e-10,-1.501439091e-10
200729A,262.734,2.163,-2.368,7.23694044e-10,1.102497208e-10,-1.102496531e-10
200729A,266.937,1.505,-2.039,6.268315243e-10,1.144436681e-10,-1.144436004e-10
200729A,270.62,1.428,-2.179,6.013049685e-10,1.1342458e-10,-1.134245123e-10
200729A,274.735,2.058,-2.687,4.684093946e-10,8.55197909e-11,-8.55197232e-11
200729A,278.871,1.697,-2.078,5.887204186e-10,1.074855298e-10,-1.074854621e-10
200729A,282.306,2.146,-1.738,5.31279135e-10,1.071243503e-10,-1.071243503e-10
200729A,286.471,2.493,-2.019,4.925710507e-10,8.99311229e-11,-8.99310552e-11
200729A,291.677,3.261,-2.713,3.631114549e-10,6.84939856e-11,-6.84939179e-11
200729A,297.627,2.817,-2.689,3.842964774e-10,7.49287352e-11,-7.49287352e-11
200729A,302.56,2.811,-2.116,4.295606974e-10,8.37541749e-11,-8.37541749e-11
200729A,308.888,3.332,-3.518,3.012563344e-10,6.074378438e-11,-6.074374376e-11
200729A,315.023,2.716,-2.803,3.835316028e-10,7.47796598e-11,-7.47795921e-11
200729A,320.507,2.625,-2.767,4.02372242e-10,7.58997563e-11,-7.58996886e-11
200729A,325.241,2.558,-2.109,4.649564915e-10,8.77050792e-11,-8.77050115e-11
200729A,331.113,2.766,-3.315,3.655353857e-10,6.673759711e-11,-6.673754295e-11
200729A,336.969,4.366,-3.09,2.767275412e-10,5.579794057e-11,-5.579789995e-11
200729A,344.736,3.25,-3.4,3.022492226e-10,6.30585557e-11,-6.305851508e-11
200729A,350.552,3.234,-2.566,3.282580055e-10,7.34479331e-11,-7.34478654e-11
200729A,369.064,10.208,-9.851,2.89900201e-10,6.491981149e-11,-6.491981149e-11
200729A,395.005,11.847,-15.733,2.073653031e-10,4.671418475e-11,-4.671418475e-11
200729A,421.627,15.313,-14.774,1.990872856e-10,4.387757506e-11,-4.387757506e-11
200729A,457.533,14.509,-20.593,1.61414402e-10,3.636260426e-11,-3.636260426e-11
200729A,490.411,11.719,-18.369,1.968164245e-10,4.33154078e-11,-4.33154078e-11
200729A,517.521,12.19,-15.391,2.149678777e-10,4.704253652e-11,-4.704253652e-11
200729A,550.322,27.028,-20.611,1.181584348e-10,2.677789552e-11,-2.677789552e-11
200729A,602.112,25.383,-24.763,1.196466162e-10,2.633186084e-11,-2.633186084e-11
200729A,642.499,17.592,-15.003,1.749678743e-10,3.918203169e-11,-3.918203169e-11
200729A,691.114,36.674,-31.023,8.37183616e-11,1.900135223e-11,-1.900135223e-11
200729A,761.564,41.444,-33.775,7.5130075e-11,1.700098648e-11,-1.700098648e-11
200729A,838.9,44.342,-35.892,7.47860913e-11,1.643556285e-11,-1.643556285e-11
200729A,951.427,62.196,-68.185,4.343938004e-11,9.88904732e-12,-9.88904732e-12
200729A,1051.977,66.952,-38.355,5.38131052e-11,1.219550508e-11,-1.219550508e-11
200729A,1170.751,50.978,-51.822,5.530831386e-11,1.251557714e-11,-1.251557714e-11
200729A,1268.394,68.672,-46.664,4.926601439e-11,1.106537544e-11,-1.106537544e-11
200729A,1382.421,44.908,-45.356,6.275664078e-11,1.415861552e-11,-1.415861552e-11
200729A,1503.078,67.168,-75.749,4.15084271e-11,9.18744514e-12,-9.18744514e-12
200729A,1702.248,168.868,-132.001,3.079843604e-11,5.459300243e-12,-5.459300243e-12
200729A,15209.795,4299.222,-3898.463,7.35925403e-13,1.534277653e-13,-1.534277653e-13
200729A,63306.317,196222.146,-40592.362,1.586763432e-13,3.470443493e-14,-3.470443493e-14
200729A,574193.382,35014.066,-17951.621,2.0386501e-13,0.0,inf
200716C,77.3731522810839,1.03562866813486,-1.01395527734554,1.24380358961217e-08,1.55820863173376e-09,-2.38255161892543e-09
200716C,80.0459074052842,1.93990657004997,-1.63712645606542,7.59502127535674e-09,9.64505566013518e-10,-1.01219014387238e-09
200716C,87.003,0.357,-0.362,8.53429308e-09,1.114998713e-09,-1.083912073e-09
200716C,87.67,0.381,-0.31,9.05106216e-09,1.155641632e-09,-1.122248754e-09
200716C,88.415,0.33,-0.364,8.9225056e-09,1.148544835e-09,-1.117782786e-09
200716C,89.134,0.383,-0.389,8.09181366e-09,1.031177192e-09,-1.001706771e-09
200716C,89.83,0.278,-0.313,1.048119495e-08,1.357288844e-09,-1.313292239e-09
200716C,90.483,0.29,-0.376,9.39016503e-09,1.220175038e-09,-1.166352293e-09
200716C,91.319,0.498,-0.547,5.87368675e-09,7.70128143e-10,-7.4496792e-10
200716C,92.21,0.479,-0.393,7.16719241e-09,9.11428794e-10,-8.86601582e-10
200716C,93.095,0.4,-0.406,7.68178071e-09,9.90504382e-10,-9.61880592e-10
200716C,94.052,0.489,-0.557,6.02694338e-09,7.59943732e-10,-7.37046384e-10
200716C,95.164,0.566,-0.623,5.06571618e-09,6.73818499e-10,-6.57453387e-10
200716C,96.291,0.421,-0.561,6.42000161e-09,8.08907295e-10,-7.85844073e-10
200716C,97.333,0.548,-0.621,5.41215708e-09,6.97364187e-10,-6.78314779e-10
200716C,98.48,0.496,-0.6,5.93458019e-09,7.70613977e-10,-7.39504603e-10
200716C,99.49,0.659,-0.514,5.41400106e-09,7.38548091e-10,-6.89044806e-10
200716C,100.8,0.448,-0.651,5.77326141e-09,7.9748767e-10,-7.35377961e-10
200716C,101.8,0.531,-0.552,5.80413334e-09,7.91856374e-10,-7.48421383e-10
200716C,102.859,0.529,-0.527,6.06218529e-09,8.16784626e-10,-7.63383723e-10
200716C,103.947,0.534,-0.559,5.86471945e-09,7.86835528e-10,-7.38547249e-10
200716C,105.134,0.504,-0.653,5.48896432e-09,7.44114132e-10,-6.99416141e-10
200716C,106.136,0.572,-0.499,6.03662217e-09,7.97360528e-10,-7.50623213e-10
200716C,107.197,0.531,-0.488,6.43775939e-09,8.17368132e-10,-7.90769352e-10
200716C,108.327,0.535,-0.599,5.51708291e-09,7.11042477e-10,-6.9067997e-10
200716C,109.516,0.608,-0.655,4.89251257e-09,6.37185184e-10,-6.20329186e-10
200716C,110.606,0.312,-0.482,5.9082719e-09,7.35870531e-10,-7.30648868e-10
200716C,111.2,0.285,-0.282,5.59290501e-09,6.86818979e-10,-6.86877498e-10
200716C,111.791,0.296,-0.306,3.526429036e-09,5.25709436e-10,-5.25738064e-10
200716C,112.443,0.331,-0.356,4.50944467e-09,5.65149558e-10,-5.65187027e-10
200716C,113.104,0.36,-0.33,4.31089686e-09,5.69026968e-10,-5.69062332e-10
200716C,113.792,0.357,-0.328,4.47699399e-09,5.68339896e-10,-5.68379891e-10
200716C,114.495,0.371,-0.346,4.31936317e-09,5.41331062e-10,-5.41370636e-10
200716C,115.239,0.325,-0.373,4.52724876e-09,5.5312243e-10,-5.53165372e-10
200716C,115.859,0.25,-0.296,5.98408558e-09,7.24016855e-10,-7.24072848e-10
200716C,116.44,0.376,-0.331,4.42729494e-09,5.47819514e-10,-5.47860772e-10
200716C,117.07,0.265,-0.255,4.081886332e-09,6.08512979e-10,-6.08543291e-10
200716C,117.569,0.286,-0.234,4.172624462e-09,6.15238033e-10,-6.15265398e-10
200716C,118.208,0.367,-0.353,2.943041337e-09,4.38734625e-10,-4.3875357e-10
200716C,118.851,0.295,-0.276,3.713187162e-09,5.53543009e-10,-5.53564901e-10
200716C,119.481,0.337,-0.335,4.55989731e-09,5.78855634e-10,-5.78888051e-10
200716C,120.175,0.348,-0.356,4.48145238e-09,5.47516815e-10,-5.47548811e-10
200716C,120.77,0.273,-0.246,3.907404987e-09,6.1684078e-10,-6.16861409e-10
200716C,121.319,0.252,-0.277,4.134355141e-09,6.14099228e-10,-6.14123646e-10
200716C,121.936,0.301,-0.365,4.60294877e-09,5.84321898e-10,-5.84355157e-10
200716C,122.512,0.273,-0.275,4.207646189e-09,6.01109273e-10,-6.01136638e-10
200716C,123.063,0.327,-0.278,3.500484911e-09,5.21832868e-10,-5.21852655e-10
200716C,123.661,0.269,-0.272,3.859157545e-09,5.86292178e-10,-5.86311123e-10
200716C,124.211,0.306,-0.281,5.36976659e-09,6.5604009e-10,-6.5607377e-10
200716C,124.798,0.315,-0.281,3.95332051e-09,5.76053037e-10,-5.76074508e-10
200716C,125.45,0.288,-0.336,4.95175148e-09,6.20573366e-10,-6.20605783e-10
200716C,126.006,0.243,-0.268,4.146925359e-09,6.18199768e-10,-6.18222081e-10
200716C,126.587,0.322,-0.338,4.68490063e-09,5.87128705e-10,-5.87157333e-10
200716C,127.145,0.29,-0.237,4.020862382e-09,5.99405065e-10,-5.99424431e-10
200716C,127.71,0.346,-0.275,4.98013109e-09,6.2412408e-10,-6.24150603e-10
200716C,128.349,0.262,-0.293,3.814624165e-09,5.68658593e-10,-5.68675433e-10
200716C,128.915,0.369,-0.303,4.64307007e-09,5.74500389e-10,-5.74525649e-10
200716C,129.594,0.313,-0.31,5.01441312e-09,6.20446224e-10,-6.20471905e-10
200716C,130.201,0.328,-0.295,4.15612463e-09,5.60420886e-10,-5.60440673e-10
200716C,130.805,0.227,-0.276,4.205529822e-09,6.2693215e-10,-6.26950253e-10
200716C,131.382,0.393,-0.349,4.05917675e-09,5.07407724e-10,-5.07429616e-10
200716C,132.144,0.324,-0.369,4.54319203e-09,5.55051452e-10,-5.5507587e-10
200716C,132.8,0.334,-0.331,4.68980528e-09,5.80281561e-10,-5.80305137e-10
200716C,133.47,0.331,-0.336,4.67729737e-09,5.78733965e-10,-5.78757962e-10
200716C,134.138,0.31,-0.337,4.86526545e-09,5.94399375e-10,-5.94425477e-10
200716C,134.725,0.279,-0.276,5.62174772e-09,6.95593882e-10,-6.95622931e-10
200716C,135.314,0.256,-0.31,3.740404391e-09,5.57594292e-10,-5.57609869e-10
200716C,135.804,0.289,-0.234,4.045735904e-09,6.03111128e-10,-6.03128389e-10
200716C,136.346,0.287,-0.254,3.912659067e-09,5.83272345e-10,-5.83289185e-10
200716C,136.901,0.261,-0.268,3.947736366e-09,5.99745233e-10,-5.9976081e-10
200716C,137.418,0.351,-0.256,4.185721772e-09,5.69612579e-10,-5.69630682e-10
200716C,138.059,0.245,-0.291,3.838978594e-09,5.94466314e-10,-5.9448147e-10
200716C,138.582,0.249,-0.278,5.98308781e-09,7.30963776e-10,-7.30992825e-10
200716C,139.114,0.302,-0.283,4.097390499e-09,5.73757324e-10,-5.73775006e-10
200716C,139.678,0.254,-0.262,4.043026348e-09,6.14222581e-10,-6.14238579e-10
200716C,140.199,0.26,-0.267,4.01840711e-09,5.99035848e-10,-5.99051846e-10
200716C,140.748,0.31,-0.289,3.529514966e-09,5.26154854e-10,-5.26168747e-10
200716C,141.357,0.313,-0.299,3.457699102e-09,5.15448824e-10,-5.15461875e-10
200716C,141.982,0.268,-0.312,5.4323735e-09,6.6368124e-10,-6.63706921e-10
200716C,142.602,0.353,-0.352,4.4721146e-09,5.46364959e-10,-5.4638643e-10
200716C,143.272,0.286,-0.317,3.674856796e-09,5.41834157e-10,-5.41848471e-10
200716C,143.851,0.257,-0.293,3.96395076e-09,5.90916863e-10,-5.90932019e-10
200716C,144.432,0.312,-0.325,3.421348278e-09,5.10029712e-10,-5.10042763e-10
200716C,145.088,0.286,-0.344,3.410627934e-09,5.18146171e-10,-5.18158801e-10
200716C,145.687,0.342,-0.313,4.95547312e-09,6.05415682e-10,-6.05437153e-10
200716C,146.354,0.271,-0.325,3.604021862e-09,5.47526498e-10,-5.47539549e-10
200716C,146.932,0.296,-0.307,4.020493586e-09,5.85835393e-10,-5.8585097e-10
200716C,147.557,0.359,-0.329,4.62195692e-09,5.79233692e-10,-5.79254742e-10
200716C,148.226,0.274,-0.309,5.50662106e-09,6.81346821e-10,-6.81373765e-10
200716C,148.793,0.273,-0.292,3.741794533e-09,5.79417248e-10,-5.79431983e-10
200716C,149.396,0.369,-0.33,4.64045145e-09,5.66930809e-10,-5.66952701e-10
200716C,150.12,0.302,-0.355,3.224636028e-09,4.99334628e-10,-4.99345995e-10
200716C,150.667,0.296,-0.245,4.029065146e-09,6.00623439e-10,-6.00638174e-10
200716C,151.212,0.289,-0.25,3.984701008e-09,6.0536011e-10,-6.05374424e-10
200716C,151.802,0.285,-0.3,3.669795113e-09,5.57518933e-10,-5.57532405e-10
200716C,152.418,0.389,-0.331,4.50282655e-09,5.5011649e-10,-5.50137119e-10
200716C,153.106,0.253,-0.298,3.951090894e-09,5.88999629e-10,-5.89014364e-10
200716C,153.651,0.263,-0.292,3.832381945e-09,5.82219003e-10,-5.82232475e-10
200716C,154.194,0.256,-0.28,4.126959013e-09,6.01984111e-10,-6.01998846e-10
200716C,154.75,0.319,-0.3,3.368933778e-09,5.11810963e-10,-5.11822751e-10
200716C,155.436,0.357,-0.367,2.880611668e-09,4.3762529e-10,-4.37635394e-10
200716C,156.034,0.278,-0.241,4.073159002e-09,6.07196512e-10,-6.07211668e-10
