Wavelength,Transmission
5010,88.28852844
5020,88.39883423
5030,88.64540863
5040,88.97762299
5050,89.24472809
5060,89.75199127
5070,90.00147247
5080,90.25483704
5090,90.41511536
5100,90.50398254
5110,90.60997772
5120,90.6651001
5130,90.55147552
5140,90.67571259
5150,90.8564682
5160,90.79932404
5170,90.91908264
5180,90.74398804
5190,90.67967224
5200,90.46299744
5210,90.11386871
5220,89.5579834
5230,89.03065491
5240,88.25849915
5250,87.72966003
5260,87.04095459
5270,86.46144867
5280,86.1421814
5290,85.87725067
5300,85.94293213
5310,86.19852448
5320,86.51091003
5330,87.03180695
5340,87.65689087
5350,88.19667053
5360,88.6297226
5370,89.09957123
5380,89.27984619
5390,89.22188568
5400,89.20785522
5410,88.74499512
5420,88.11256409
5430,87.28505707
5440,85.86811829
5450,83.29273224
5460,79.19824219
5470,73.21495056
5480,65.19981384
5490,55.53184891
5500,45.38870621
5510,35.61294937
5520,27.17772102
5530,20.29397774
5540,15.02888966
5550,11.08102036
5560,8.19582653
5570,6.056116581
5580,4.541057587
5590,3.417234898
5600,2.589656353
5610,1.976986647
5620,1.521227837
5630,1.174541712
5640,0.917500436
5650,0.719858527
5660,0.569671273
5670,0.453933388
5680,0.378440797
5690,0.26790762
5700,0.215307877
5710,0.174273402
5720,0.142407164
5730,0.116744801
5740,0.096409194
5750,0.080530256
5760,0.067873605
5770,0.057365496
5780,0.049044814
5790,0.042317726
5800,0.0363671
5810,0.031931799
5820,0.027927488
5830,0.024856683
5840,0.021675685
5850,0.01952124
5860,0.017580541
5870,0.015956612
5880,0.014265627
5890,0.012978224
5900,0.011777437
5910,0.01036175
5920,0.010022396
5930,0.008987739
5940,0.008099149
5950,0.00739024
5960,0.006859513
5970,0.00642858
5980,0.005765458
5990,0.005160833
6000,0.004536212
6010,0.00462039
6020,0.003635282
6030,0.003642075
6040,0.003241993
6050,0.002786447
6060,0.002828779
6070,0.00268654
6080,0.002297223
6090,0.002087884
6100,0.002029205
6110,0.001825688
6120,0.001431661
6130,0.001563355
6140,0.001203811
6150,0.001432714
6160,0.001453079
6170,0.001005432
6180,0.001265352
6190,0.001055982
6200,0.001134606
6210,0.000966809
6220,0.001073639
6230,0.000918868
6240,0.000835368
6250,0.000810029
6260,0.000977227
6270,0.000966408
6280,0.000927656
6290,0.000646532
6300,0.00072463
6310,0.000865862
6320,0.001039683
6330,0.001223896
6340,0.001172194
6350,0.001050282
6360,0.000848009
6370,0.000913518
6380,0.000942
6390,0.000805345
6400,0.000893365
6410,0.000852258
6420,0.000665044
6430,0.00070644
6440,0.000772378
6450,0.000556062
6460,0.000422179
6470,0.000625212
6480,0.000466101
6490,0.000635473
6500,0.000473302
6510,0.000374083
6520,0.000507524
6530,0.000353634
6540,0.000290453
6550,0.000359172
6560,0.000361932
6570,0.000230045
6580,0.000491924
6590,0.000330807
6600,0.00041725
6610,0.000604303
6620,0.000538776
6630,0.000329892
6640,0.000275853
6650,0.000397998
6660,0.000297397
6670,0.000627937
6680,0.000345722
6690,0.000753805
6700,0.000332559
6710,0.000410308
6720,0.000580084
6730,0.000291146
6740,0.000430091
6750,0.000354273
6760,0.000680244
6770,0.000418953
6780,0.000140161
6790,0.000124529
6800,4.68E-05
6810,-0.00010923
6820,0.000312696
6830,0.000281623
6840,0.000297134
6850,0.000421499
6860,0.000421225
6870,0.000311521
6880,0.00029467
6890,9.28E-05
6900,0.00016951
6910,0.000199132
6920,0.000243299
6930,0.00031627
6940,1.49E-05
6950,0.000132957
6960,0.00035041
6970,0.000245272
6980,0.000341936
6990,0.000154148
7000,9.66E-05
7010,0.00025812
7020,0.000213724
7030,0.0001576
7040,0.000310619
7050,-0.00012774
7060,6.29E-05
7070,0.000124588
7080,0.000235521
7090,0.000383042
7100,0.000296574
7110,9.92E-05
7120,0.000162711
7130,0.000317504
7140,-0.000155358
7150,0.000158565
7160,-2.70E-05
7170,0.000166536
7180,-0.000113688
7190,-0.000256348
7200,-1.20E-05
7210,-0.000176003
7220,-0.000120749
7230,-1.25E-05
7240,-0.000217995
7250,-0.000277447
7260,-0.000258084
7270,-4.19E-05
7280,-5.74E-05
7290,-1.47E-05
7300,-0.000226736
7310,0.00022002
7320,3.45E-05
7330,-5.88E-05
7340,0.000132211
7350,-0.000110623
7360,-6.27E-05
7370,-0.000153613
7380,-1.30E-05
7390,-0.000106477
7400,-2.71E-05
7410,0
7420,-1.40E-05
7430,8.57E-05
7440,-0.000116384
7450,-0.00011817
7460,-0.000210235
7470,-0.000305088
7480,-0.000217073
7490,-8.38E-05
7500,-0.000138279
7510,0.00010521
7520,5.94E-05
7530,3.61E-05
7540,-1.22E-05
7550,-8.67E-05
7560,-0.000125579
7570,7.65E-05
7580,9.03E-05
7590,-1.31E-05
7600,1.33E-05
7610,-0.00010775
7620,-0.000231309
7630,-0.000248142
7640,-0.000181597
7650,-0.000296798
7660,-0.000214659
7670,-0.000434315
7680,-0.000278136
7690,7.42E-05
7700,-4.51E-05
7710,-0.000212985
7720,-0.000138592
7730,-0.000280408
7740,0.000193394
7750,0.000114836
7760,8.13E-05
7770,-8.24E-05
7780,4.77E-05
7790,-0.000132412
7800,-7.30E-05
7810,2.46E-05
7820,4.98E-05
7830,-8.81E-05
7840,5.09E-05
7850,-0.000141727
7860,-0.000481531
7870,-0.000118456
7880,-0.000106523
7890,-5.39E-05
7900,-0.000122439
7910,-0.00012391
7920,-6.95E-05
7930,-0.000112369
7940,-7.11E-05
7950,-8.63E-05
7960,-0.00017422
7970,-7.35E-05
7980,-0.000341773
7990,-7.52E-05
8000,-7.60E-05
8010,-0.000200141
8020,-6.23E-05
8030,7.20E-05
8040,0.000161626
8050,5.85E-05
8060,-5.93E-05
8070,-7.21E-05
8080,-0.00014626
8090,-1.24E-05
8100,3.76E-05
8110,7.63E-05
8120,0.000168371
8130,0.000118533
8140,-5.37E-05
8150,-4.11E-05
8160,6.99E-05
8170,-0.000257195
8180,-0.000380509
8190,0.000165398
8200,9.45E-05
8210,-8.09E-05
8220,5.98E-05
8230,9.90E-05
8240,-0.000115452
8250,-0.000146865
8260,-2.79E-05
8270,-0.000116811
8280,-0.000413533
8290,9.69E-05
8300,0.00056213
8310,0.000174476
8320,-0.000129398
8330,5.04E-05
8340,-0.000202126
8350,-5.79E-05
8360,-0.000109163
8370,-0.000135091
8380,7.00E-09
8390,0.000331903
8400,0.000259048
8410,-9.02E-05
8420,0.000535826
8430,2.29E-05
8440,6.30E-05
8450,0.000152703
8460,0.000250224
8470,-0.000251079
8480,0.000236038
8490,9.57E-05
8500,8.85E-05
8510,0.000412968
8520,0.000149928
8530,8.98E-05
8540,0.000392351
8550,-9.35E-05
8560,-0.000311218
8570,-0.000273965
8580,-0.000160083
8590,0.000693188
8600,0.000606201
8610,0.000199956
8620,-0.00011735
8630,0.000115709
8640,0.000703012
8650,0.000509378
8660,9.72E-05
8670,-5.37E-05
8680,0.000280852
8690,0.000717964
8700,0.000606299
8710,0.000134098
8720,-0.00013364
8730,0.000468649
8740,0.000807266
8750,0.000138345
8760,0.00041079
8770,0.001428863
8780,0.00026788
8790,7.57E-05
8800,0.000642948
8810,0.00016351
8820,0.000972624
8830,0.000492408
8840,-0.000357499
8850,0.000128231
8860,0
8870,0.000410901
8880,0.000952239
8890,0.00226524
8900,0.001048976
8910,0.000994807
8920,0.001564867
8930,0.002131322
8940,-0.000135115
8950,-0.001204054
8960,0.002377954
8970,0.003185737
8980,0.001380888
8990,0.002269153
9000,0.003847541
