Wavelength,Transmission
3330,0.002665228
3340,0.003825112
3350,0.000580083
3360,-0.001417062
3370,0.00052327
3380,0.000755589
3390,-0.001274666
3400,-2.78E-05
3410,-0.004097479
3420,0.002108737
3430,-0.001166331
3440,-0.003150773
3450,0.001676111
3460,-0.002696383
3470,-0.001586343
3480,0.000618215
3490,0.003096916
3500,0.003802406
3510,0.002724902
3520,0.001949884
3530,0.000638439
3540,0.001255559
3550,0.001242599
3560,0.001423339
3570,0.001244709
3580,0.000368286
3590,2.42E-05
3600,0.000524372
3610,0.000403053
3620,0.000283658
3630,9.15E-05
3640,0.000399133
3650,0.000545933
3660,0.000222569
3670,0.000526576
3680,-0.000252333
3690,-0.000234699
3700,-0.000519142
3710,-0.00031965
3720,-0.000683653
3730,-0.000205434
3740,-0.000127459
3750,-0.000178196
3760,5.57E-05
3770,0.000104524
3780,-0.000972043
3790,-0.000712178
3800,-0.000374401
3810,-0.000733231
3820,-0.000563757
3830,-0.000579678
3840,-0.00028724
3850,-0.000492418
3860,-0.000264804
3870,-0.00018193
3880,-0.000193383
3890,-0.000204262
3900,-0.000181761
3910,-0.000449328
3920,-1.56E-05
3930,-0.000151887
3940,-0.000252433
3950,-8.69E-05
3960,-0.000127444
3970,-5.54E-05
3980,-0.000122318
3990,-0.000133102
4000,2.61E-05
4010,-0.000243919
4020,0.000239355
4030,-4.95E-05
4040,-6.09E-05
4050,-0.000203847
4060,-0.000387397
4070,-0.001014414
4080,-0.000594302
4090,-0.000863325
4100,-0.001097163
4110,-0.000733837
4120,-7.21E-05
4130,-0.000661203
4140,-0.000254995
4150,-0.000387875
4160,-0.000380791
4170,-0.000639078
4180,-0.000693382
4190,-0.000554616
4200,-0.000545517
4210,-2.07E-05
4220,-0.000345602
4230,-0.000260226
4240,-0.000709928
4250,-0.00038935
4260,-0.000422122
4270,-3.78E-05
4280,-7.45E-05
4290,-0.000293659
4300,-5.44E-05
4310,-0.000608842
4320,-0.000194515
4330,-0.000156869
4340,8.61E-05
4350,-0.00025464
4360,-0.000301718
4370,-4.97E-05
4380,-0.00013114
4390,-0.000340069
4400,-6.38E-05
4410,-0.000235582
4420,0
4430,-0.000183086
4440,-1.50E-05
4450,-0.000266649
4460,-4.38E-05
4470,5.76E-05
4480,-0.000113546
4490,-0.000139721
4500,5.51E-05
4510,-9.52E-05
4520,-0.000134034
4530,-0.000198005
4540,0.000168944
4550,-0.000204736
4560,-0.00032766
4570,-0.000990386
4580,-0.000415108
4590,-0.001147464
4600,-0.00062618
4610,-0.000639227
4620,-0.000435711
4630,-0.000355813
4640,-0.000465683
4650,-0.000410951
4660,-0.000581214
4670,-0.000285092
4680,-0.000603355
4690,-0.000296534
4700,-0.000623577
4710,-0.000429443
4720,-0.000322334
4730,-0.000456888
4740,-0.000333954
4750,-0.000370509
4760,-0.000328589
4770,-0.000441905
4780,-0.000459005
4790,-0.000248432
4800,0
4810,-0.000456967
4820,-0.000798409
4830,-0.000570343
4840,-1.90E-05
4850,-0.000492347
4860,-0.000528398
4870,-0.000245175
4880,-0.000150408
4890,-0.000468547
4900,-0.000654143
4910,-0.000352896
4920,-0.000333094
4930,-0.000276335
4940,-0.000256259
4950,-0.000546231
4960,-0.000416113
4970,-0.000233387
4980,-0.000534852
4990,-0.000424748
5000,-0.000386533
5010,-0.000383071
5020,-0.000397819
5030,-0.000273818
5040,-6.78E-05
5050,-0.000419695
5060,1.66E-05
5070,-0.000328556
5080,-0.000568588
5090,-0.000465754
5100,-0.000380827
5110,-0.000235029
5120,-0.000108322
5130,-0.000563701
5140,-0.000435646
5150,-0.000103756
5160,-0.000233243
5170,-7.18E-05
5180,-0.00016955
5190,-0.000291969
5200,-0.000259817
5210,6.72E-05
5220,0
5230,0
5240,-7.67E-05
5250,-0.000189186
5260,1.24E-05
5270,0.000232649
5280,-0.000278532
5290,0.000143758
5300,2.37E-05
5310,-3.53E-05
5320,-1.17E-05
5330,-8.17E-05
5340,-2.33E-05
5350,-3.50E-05
5360,9.36E-05
5370,-0.000223696
5380,-5.92E-05
5390,-3.58E-05
5400,3.62E-05
5410,-0.000109931
5420,3.71E-05
5430,-8.76E-05
5440,-0.00029202
5450,-3.86E-05
5460,-2.61E-05
5470,2.65E-05
5480,-1.35E-05
5490,-0.000136357
5500,-0.000193699
5510,-7.02E-05
5520,-0.000128232
5530,-0.00018771
5540,-5.85E-05
5550,2.97E-05
5560,-6.00E-05
5570,7.17E-05
5580,0.000150162
5590,-3.51E-05
5600,0.000130175
5610,-0.00013174
5620,0.000303121
5630,-4.90E-05
5640,-3.72E-05
5650,-0.000112952
5660,0
5670,-0.000102561
5680,-0.000775783
5690,0.000116898
5700,-0.000129574
5710,7.76E-05
5720,-3.88E-05
5730,-9.05E-05
5740,-3.87E-05
5750,-7.76E-05
5760,-0.000154947
5770,0.000103525
5780,-3.88E-05
5790,-0.00016811
5800,0
5810,-7.79E-05
5820,1.30E-05
5830,0.000129969
5840,0
5850,0
5860,-0.000117503
5870,-0.000274546
5880,6.55E-05
5890,6.55E-05
5900,-6.57E-05
5910,-0.000144762
5920,-6.59E-05
5930,-0.000105595
5940,-7.94E-05
5950,0.000119222
5960,-7.98E-05
5970,-0.000133083
5980,1.33E-05
5990,0
6000,-6.70E-05
6010,-0.00021519
6020,2.70E-05
6030,-0.000202873
6040,9.49E-05
6050,4.08E-05
6060,-6.81E-05
6070,-5.47E-05
6080,0.000109769
6090,-6.89E-05
6100,-9.69E-05
6110,-4.16E-05
6120,8.36E-05
6130,-0.000251828
6140,-9.82E-05
6150,-4.23E-05
6160,0.000127398
6170,-1.42E-05
6180,-0.000185539
6190,-0.000128887
6200,4.32E-05
6210,-0.000130236
6220,-8.73E-05
6230,-7.31E-05
6240,-4.40E-05
6250,-0.000162426
6260,-0.000133474
6270,-0.000253334
6280,-0.000284553
6290,-0.000346733
6300,-3.03E-05
6310,-0.000182698
6320,-0.000153163
6330,3.61E-05
6340,4.61E-05
6350,-0.000115913
6360,8.16E-05
6370,0.000105598
6380,-3.54E-05
6390,-3.57E-05
6400,8.38E-05
6410,-0.000289159
6420,0.000194003
6430,-7.32E-05
6440,0.000171777
6450,4.95E-05
6460,-8.72E-05
6470,-0.000100331
6480,0.000164147
6490,0.000101815
6500,6.41E-05
6510,-2.58E-05
6520,-0.000143254
6530,-0.00022306
6540,-6.62E-05
6550,8.01E-05
6560,-6.73E-05
6570,0
6580,8.22E-05
6590,-8.29E-05
6600,-0.000167208
6610,-1.41E-05
6620,-1.42E-05
6630,-0.000115112
6640,-5.83E-05
6650,-2.95E-05
6660,-0.000193546
6670,-0.000104939
6680,-7.53E-05
6690,-0.000241765
6700,-9.10E-05
6710,9.14E-05
6720,-3.06E-05
6730,-0.000230216
6740,-0.000123122
6750,-0.000386061
6760,-6.20E-05
6770,-0.000295224
6780,-0.000296334
6790,-0.000140429
6800,-0.000203456
6810,-0.000485497
6820,-0.000140975
6830,-0.000360823
6840,-0.000408053
6850,-0.000219201
6860,-0.000172181
6870,-1.56E-05
6880,-3.11E-05
6890,0.000154973
6900,-0.000246878
6910,-0.000199362
6920,-0.00025888
6930,3.02E-05
6940,-1.50E-05
6950,7.40E-05
6960,-0.000336512
6970,-0.000216929
6980,-0.000199847
6990,-0.000140456
7000,-0.000138419
7010,0.000231344
7020,-5.36E-05
7030,0.000171171
7040,0.000259399
7050,0.000179172
7060,-6.31E-05
7070,3.75E-05
7080,-2.49E-05
7090,-6.19E-05
7100,6.19E-05
7110,-0.000112139
7120,0.000113108
7130,-3.82E-05
7140,-7.78E-05
7150,-0.000251528
7160,-0.000203659
7170,0.000111469
7180,-0.000356701
7190,0.00016668
7200,0.000432423
7210,9.41E-05
7220,8.49E-05
7230,0.000237797
7240,0.000115918
7250,-2.65E-05
7260,-4.09E-05
7270,8.42E-05
7280,-0.000100875
7290,0.000325753
7300,0.000151676
7310,0.000356203
7320,5.77E-05
7330,0.000247761
7340,0.000108586
7350,0.000283638
7360,0.000100693
7370,0.000346798
7380,5.24E-05
7390,0.000200489
7400,0.000435798
7410,0.000152428
7420,0.000112779
7430,0.000172155
7440,-2.92E-05
7450,7.42E-05
7460,0.000226108
7470,6.12E-05
7480,0.000171181
7490,0.000372208
7500,0.000242745
7510,0.000175829
7520,0.00024994
7530,0.000434366
7540,0.000378995
7550,0.000235567
7560,0.000503249
7570,0.00033199
7580,0.000374715
7590,0.000721427
7600,0.000372681
7610,0.000593032
7620,0.000231717
7630,0.000442708
7640,0.000266178
7650,0.000594566
7660,0.000372642
7670,0.000493675
7680,0.000823006
7690,0.000669235
7700,0.000451589
7710,0.001021215
7720,0.000864127
7730,0.001186135
7740,0.001463083
7750,0.001335362
7760,0.001723147
7770,0.001637405
7780,0.001956277
7790,0.001891906
7800,0.002010393
7810,0.002341686
7820,0.002667291
7830,0.002936586
7840,0.00298048
7850,0.003509501
7860,0.003661421
7870,0.004216665
7880,0.004780305
7890,0.005414316
7900,0.006386337
7910,0.006953781
7920,0.007834415
7930,0.009100532
7940,0.010242511
7950,0.01189031
7960,0.013830315
7970,0.015699318
7980,0.018482963
7990,0.021411408
8000,0.024834963
8010,0.029006863
8020,0.034221459
8030,0.040554933
8040,0.047370266
8050,0.056736678
8060,0.066982143
8070,0.080384262
8080,0.095905803
8090,0.115732729
8100,0.139753297
8110,0.169187859
8120,0.206667393
8130,0.253317624
8140,0.310737252
8150,0.385248035
8160,0.477861702
8170,0.597219348
8180,0.74914521
8190,0.94676131
8200,1.204015493
8210,1.52994585
8220,1.965838075
8230,2.542527676
8240,3.308826685
8250,4.324873447
8260,5.675601006
8270,7.518349648
8280,9.937056541
8290,13.18574429
8300,17.38059616
8310,22.90062332
8320,29.54349136
8330,37.62122726
8340,46.59100342
8350,55.98094559
8360,65.02289581
8370,73.13660431
8380,79.5031662
8390,84.5656662
8400,87.81637573
8410,89.95343781
8420,91.46607208
8430,92.14690399
8440,92.85700226
8450,93.22110748
8460,93.67292023
8470,94.11477661
8480,94.71276093
8490,95.15554047
8500,95.71387482
8510,96.11746216
8520,96.58130646
8530,97.08979797
8540,97.36006927
8550,97.51743317
8560,97.84786987
8570,97.88658905
8580,98.17079926
8590,98.25247192
8600,98.3319397
8610,98.20388031
8620,98.10235596
8630,98.22306824
8640,98.03988647
8650,97.89459991
8660,97.80304718
8670,97.77693939
8680,97.51316071
8690,97.60619354
8700,97.38401031
8710,97.57119751
8720,97.50640106
8730,97.07828522
8740,97.42795563
8750,96.73255157
8760,96.63210297
8770,96.77643585
8780,96.2559967
8790,96.14242554
8800,95.78651428
8810,95.65796661
8820,95.34394073
8830,94.72665405
8840,94.19801331
8850,94.14160919
8860,93.81226349
8870,93.41199493
8880,93.12947083
8890,92.55106354
8900,91.84590912
8910,91.98525238
8920,90.88941956
8930,90.78986359
8940,90.63814545
8950,89.87936401
8960,89.81770325
8970,89.68984985
8980,89.91540527
8990,89.4807663
9000,88.91268158
