Wavelength,Transmission
3820,0.030766744
3830,0.029603325
3840,0.028543986
3850,0.02734194
3860,0.026148522
3870,0.025474595
3880,0.024508737
3890,0.023858363
3900,0.023220437
3910,0.022553271
3920,0.021448806
3930,0.021151057
3940,0.020784188
3950,0.02049139
3960,0.020638717
3970,0.020296805
3980,0.019914238
3990,0.019564843
4000,0.018819353
4010,0.018910747
4020,0.018935245
4030,0.018605683
4040,0.0186825
4050,0.017440144
4060,0.016261349
4070,0.017034587
4080,0.01668152
4090,0.016137296
4100,0.01562072
4110,0.015452769
4120,0.015483682
4130,0.015017373
4140,0.014870296
4150,0.014163099
4160,0.014058443
4170,0.014061898
4180,0.013819554
4190,0.013787946
4200,0.01301283
4210,0.013293998
4220,0.012652835
4230,0.012818497
4240,0.012639762
4250,0.012375745
4260,0.012600536
4270,0.012131844
4280,0.012501073
4290,0.012038368
4300,0.011799337
4310,0.012001799
4320,0.011730759
4330,0.011427953
4340,0.011827202
4350,0.011548711
4360,0.011550822
4370,0.011595889
4380,0.011231218
4390,0.011653835
4400,0.011415521
4410,0.011601439
4420,0.011845007
4430,0.01160486
4440,0.011597283
4450,0.011388224
4460,0.011451833
4470,0.011330974
4480,0.011246512
4490,0.01103927
4500,0.011048315
4510,0.010636486
4520,0.010377217
4530,0.010640915
4540,0.010110013
4550,0.010239405
4560,0.010055142
4570,0.009739896
4580,0.009512049
4590,0.009183088
4600,0.009321318
4610,0.009294244
4620,0.009254326
4630,0.009121178
4640,0.009248536
4650,0.009048744
4660,0.009343932
4670,0.009060071
4680,0.009048116
4690,0.008930787
4700,0.009125549
4710,0.009046725
4720,0.00848003
4730,0.008859653
4740,0.008392244
4750,0.008657531
4760,0.008824049
4770,0.008807894
4780,0.008980489
4790,0.009410053
4800,0.009098361
4810,0.009239927
4820,0.00962892
4830,0.009627994
4840,0.00967153
4850,0.009927401
4860,0.009931903
4870,0.009782608
4880,0.009929356
4890,0.01006197
4900,0.01017998
4910,0.009787581
4920,0.010024657
4930,0.010493048
4940,0.01028471
4950,0.010016602
4960,0.010763676
4970,0.010661039
4980,0.010250743
4990,0.010623438
5000,0.010813445
5010,0.010950184
5020,0.01088351
5030,0.011277663
5040,0.011393004
5050,0.011493423
5060,0.011619538
5070,0.012229482
5080,0.011988729
5090,0.013001394
5100,0.012541744
5110,0.012915972
5120,0.012997791
5130,0.013234056
5140,0.013346708
5150,0.013738989
5160,0.014311685
5170,0.014753026
5180,0.01488283
5190,0.015288327
5200,0.0156151
5210,0.016797159
5220,0.018039985
5230,0.019670142
5240,0.022303663
5250,0.026449172
5260,0.033242919
5270,0.045658026
5280,0.065565713
5290,0.097993776
5300,0.149767771
5310,0.232219949
5320,0.35668245
5330,0.544753134
5340,0.815154433
5350,1.202598333
5360,1.736581564
5370,2.464909554
5380,3.411612272
5390,4.631179333
5400,6.151547432
5410,8.018721581
5420,10.20337772
5430,12.77977562
5440,15.70685196
5450,18.93646431
5460,22.4328804
5470,26.21055031
5480,30.13796806
5490,34.22977448
5500,38.33507156
5510,42.42487717
5520,46.50773239
5530,50.4493103
5540,54.21987915
5550,57.85082626
5560,61.25893402
5570,64.33470917
5580,67.23471069
5590,70.01670074
5600,72.36697388
5610,74.65235138
5620,76.72118378
5630,78.43266296
5640,80.08474731
5650,81.67895508
5660,82.93281555
5670,84.13047791
5680,84.92572021
5690,86.06778717
5700,86.94618988
5710,87.63878632
5720,88.40944672
5730,89.04532623
5740,89.49685669
5750,90.01965332
5760,90.39769745
5770,90.87722015
5780,91.2166214
5790,91.43640137
5800,91.75196838
5810,92.13489532
5820,92.30000305
5830,92.48812866
5840,92.62036133
5850,92.8234787
5860,93.01010895
5870,93.15171814
5880,93.30734253
5890,93.4250946
5900,93.585495
5910,93.73854065
5920,93.90640259
5930,94.00416565
5940,94.10929108
5950,94.25941467
5960,94.51218414
5970,94.49948883
5980,94.72009277
5990,94.79412079
6000,94.89179993
6010,95.02309418
6020,95.06304932
6030,95.15641022
6040,95.18954468
6050,95.16425323
6060,95.20464325
6070,95.22676849
6080,95.24495697
6090,95.26316071
6100,95.28496552
6110,95.14696503
6120,95.22769928
6130,95.2478714
6140,95.12665558
6150,95.09012604
6160,95.15660095
6170,95.17460632
6180,95.14267731
6190,95.14588928
6200,95.28436279
6210,95.26603699
6220,95.40042877
6230,95.49807739
6240,95.48993683
6250,95.60273743
6260,95.57815552
6270,95.58898163
6280,95.56572723
6290,95.56562042
6300,95.49855042
6310,95.45518494
6320,95.37054443
6330,95.337677
6340,95.27748871
6350,95.06935883
6360,94.78350067
6370,94.71657562
6380,94.57526398
6390,94.46880341
6400,94.25156403
6410,94.14302063
6420,94.02224731
6430,93.94503021
6440,93.88075256
6450,93.85422516
6460,93.82375336
6470,93.80742645
6480,93.83592224
6490,93.91383362
6500,93.98987579
6510,94.04708862
6520,94.24748993
6530,94.29415131
6540,94.40422058
6550,94.49327087
6560,94.46657562
6570,94.50820923
6580,94.53949738
6590,94.40283203
6600,94.3323288
6610,94.27851105
6620,94.08505249
6630,93.93505859
6640,93.78317261
6650,93.65354919
6660,93.52541351
6670,93.46686554
6680,93.62241364
6690,93.65273285
6700,93.84004211
6710,94.00545502
6720,94.16542053
6730,94.25268555
6740,94.19593048
6750,93.75810242
6760,92.76132202
6770,91.0830307
6780,88.44651794
6790,84.43054962
6800,79.29807281
6810,72.84172821
6820,65.519104
6830,57.72381973
6840,49.84011841
6850,42.17712402
6860,35.25522614
6870,29.10211754
6880,23.85685349
6890,19.48316193
6900,15.89970589
6910,12.92846012
6920,10.55460167
6930,8.626983643
6940,7.088159084
6950,5.83446455
6960,4.828966618
6970,4.014656544
6980,3.35659647
6990,2.811020613
7000,2.371354818
7010,2.004683733
7020,1.705238581
7030,1.452880263
7040,1.246725559
7050,1.074860692
7060,0.92739445
7070,0.803018451
7080,0.700220347
7090,0.611421347
7100,0.537090778
7110,0.472415328
7120,0.416518062
7130,0.369145244
7140,0.328898341
7150,0.29302609
7160,0.262532681
7170,0.235447153
7180,0.215216905
7190,0.178721726
7200,0.160653204
7210,0.145008937
7220,0.131083295
7230,0.11884442
7240,0.107467629
7250,0.097829245
7260,0.089345992
7270,0.081523411
7280,0.074702993
7290,0.068889417
7300,0.063221328
7310,0.058021944
7320,0.053538747
7330,0.049369216
7340,0.045379683
7350,0.042356499
7360,0.039378718
7370,0.036887795
7380,0.033849403
7390,0.031646546
7400,0.029740075
7410,0.028161747
7420,0.026008062
7430,0.024618652
7440,0.023161655
7450,0.021586148
7460,0.020287005
7470,0.019362411
7480,0.018621283
7490,0.017369194
7500,0.016573126
7510,0.015601264
7520,0.014983566
7530,0.014260007
7540,0.013389677
7550,0.013137378
7560,0.012430962
7570,0.011869956
7580,0.011490841
7590,0.011017851
7600,0.010314032
7610,0.010226755
7620,0.009563616
7630,0.009550969
7640,0.008855548
7650,0.008467168
7660,0.008144238
7670,0.007895816
7680,0.007643415
7690,0.007328507
7700,0.007085089
7710,0.006851851
7720,0.006778083
7730,0.006735695
7740,0.006684994
7750,0.006510265
7760,0.006437982
7770,0.006145429
7780,0.00585438
7790,0.005879686
7800,0.005776494
7810,0.00570886
7820,0.005500488
7830,0.005483451
7840,0.005314572
7850,0.005073224
7860,0.005120853
7870,0.004822117
7880,0.004887258
7890,0.004688175
7900,0.004687964
7910,0.004505597
7920,0.004593581
7930,0.004572188
7940,0.004651477
7950,0.004373474
7960,0.004549059
7970,0.003941176
7980,0.003952796
7990,0.004133567
8000,0.004182098
8010,0.003831828
8020,0.004469447
8030,0.004397533
8040,0.004368934
8050,0.004144487
8060,0.003903024
8070,0.004037773
8080,0.004098089
8090,0.00414198
8100,0.004100765
8110,0.003766122
8120,0.004083881
8130,0.004008063
8140,0.004056729
8150,0.003849154
8160,0.003957152
8170,0.004091693
8180,0.003834796
8190,0.003955614
8200,0.004448183
8210,0.004267398
8220,0.004036104
8230,0.004242624
8240,0.004402406
8250,0.004326439
8260,0.004370822
8270,0.004302079
8280,0.004175719
8290,0.004450018
8300,0.005245955
8310,0.004854794
8320,0.004824266
8330,0.00492055
8340,0.004830149
8350,0.005060902
8360,0.005320331
8370,0.005221304
8380,0.005414296
8390,0.00623089
8400,0.006244761
8410,0.006384292
8420,0.007055087
8430,0.006932711
8440,0.007460891
8450,0.008033874
8460,0.008368196
8470,0.008556338
8480,0.009504815
8490,0.009507521
8500,0.010327192
8510,0.011131952
8520,0.011870689
8530,0.011820449
8540,0.012628845
8550,0.014023684
8560,0.014856791
8570,0.016396046
8580,0.016720509
8590,0.017574837
8600,0.018710295
8610,0.020401459
8620,0.022359814
8630,0.023556074
8640,0.024296753
8650,0.028488133
8660,0.028975351
8670,0.033229835
8680,0.036901895
8690,0.037091248
8700,0.041668776
8710,0.045009226
8720,0.049301185
8730,0.055168867
8740,0.058828313
8750,0.065248914
8760,0.067169927
8770,0.071778983
8780,0.076387197
8790,0.089327998
8800,0.092305094
8810,0.092006303
8820,0.102359615
8830,0.117219366
8840,0.1199902
8850,0.131311432
8860,0.135590598
8870,0.144392818
8880,0.16484946
8890,0.173930332
8900,0.175798893
8910,0.198178619
8920,0.207803518
8930,0.213068262
8940,0.229610413
8950,0.243437111
8960,0.247048587
8970,0.283236116
8980,0.294855088
8990,0.343038082
9000,0.335676074
