Wavelength,Transmission
5880,0.002279318
5890,0.001548627
5900,0.001524623
5910,0.001433373
5920,0.002135554
5930,0.003708428
5940,0.006275794
5950,0.007501292
5960,0.005806822
5970,0.003224526
5980,0.001682984
5990,0.000775816
6000,0.000723989
6010,0.000376204
6020,0.000202219
6030,0.00029728
6040,0.000541516
6050,2.72E-05
6060,0.000272357
6070,-0.000150222
6080,0.000205623
6090,-2.75E-05
6100,0.000248689
6110,0.000124888
6120,0.000153228
6130,0.000181723
6140,0.000294342
6150,0.000873331
6160,0.001527141
6170,0.002597063
6180,0.003681032
6190,0.004927565
6200,0.005866624
6210,0.006266734
6220,0.005878599
6230,0.004916386
6240,0.003880712
6250,0.003046745
6260,0.003058417
6270,0.002998037
6280,0.002627928
6290,0.002504017
6300,0.0020317
6310,0.001722074
6320,0.001440986
6330,0.001323986
6340,0.000853387
6350,0.001021532
6360,0.000875284
6370,0.00099736
6380,0.001098319
6390,0.000939482
6400,0.001064616
6410,0.000941229
6420,0.000631679
6430,0.000672456
6440,0.000516802
6450,0.000458715
6460,0.000549223
6470,0.000678539
6480,0.000758677
6490,0.000828056
6500,0.000822711
6510,0.001203469
6520,0.000939533
6530,0.001170486
6540,0.000942036
6550,0.001162017
6560,0.001481578
6570,0.001683945
6580,0.001700222
6590,0.001451559
6600,0.000976286
6610,0.00078994
6620,0.000598256
6630,0.000388885
6640,0.000262274
6650,0.000355005
6660,-2.99E-05
6670,0.00028524
6680,-6.04E-05
6690,0.000393911
6700,0.000380397
6710,0.000458085
6720,0.000475301
6730,0.000830476
6740,0.000555632
6750,0.000634882
6760,0.000574973
6770,0.000685916
6780,0.00073544
6790,0.000719804
6800,0.000800221
6810,0.000612816
6820,0.000565545
6830,0.000944065
6840,0.000786466
6850,0.000470995
6860,0.000721955
6870,0.000673292
6880,0.000997948
6890,0.001196565
6900,0.001640352
6910,0.002446871
6920,0.003182714
6930,0.003492058
6940,0.002736676
6950,0.002186368
6960,0.001761756
6970,0.001320897
6980,0.001031486
6990,0.001000592
7000,0.000805569
7010,0.000587668
7020,0.000483824
7030,0.000264242
7040,0.000338573
7050,0.000102805
7060,0.000266433
7070,-3.76E-05
7080,2.49E-05
7090,-3.72E-05
7100,0.00019881
7110,-2.50E-05
7120,0.000176441
7130,-0.000140364
7140,0
7150,-0.00017252
7160,0.000149439
7170,1.39E-05
7180,-0.000185678
7190,0.000970575
7200,0.002140568
7210,0.003963082
7220,0.005220332
7230,0.004810345
7240,0.003727976
7250,0.002802338
7260,0.002541065
7270,0.002645517
7280,0.0027025
7290,0.002344324
7300,0.001915806
7310,0.001747933
7320,0.001167751
7330,0.000591335
7340,0.000326443
7350,0.000345896
7360,0.000567878
7370,0.000464048
7380,0.000643831
7390,0.00048197
7400,0.00024555
7410,0.000180478
7420,0.000310933
7430,0.000330981
7440,0.000468935
7450,7.44E-05
7460,0.000196539
7470,0.000291769
7480,0.000249987
7490,0.000651003
7500,0.000278577
7510,0.000293981
7520,0.000167171
7530,0.000508544
7540,0.000404924
7550,-0.000124529
7560,2.53E-05
7570,0.000179735
7580,7.79E-05
7590,0
7600,0.000267404
7610,1.15E-05
7620,0.000139568
7630,0.000141563
7640,8.37E-05
7650,8.46E-05
7660,0.000183527
7670,0.000148575
7680,1.25E-05
7690,-1.27E-05
7700,-7.70E-05
7710,6.51E-05
7720,-0.00030293
7730,-5.33E-05
7740,-4.05E-05
7750,2.73E-05
7760,8.28E-05
7770,-0.000153572
7780,0.000211977
7790,0.000228598
7800,0.000389842
7810,0.000599098
7820,0.001241468
7830,0.001777719
7840,0.002327039
7850,0.002968213
7860,0.003087855
7870,0.00349787
7880,0.00377103
7890,0.003757575
7900,0.004428339
7910,0.005318294
7920,0.006363877
7930,0.007028924
7940,0.006706776
7950,0.005593585
7960,0.004621463
7970,0.003504127
7980,0.002786596
7990,0.002239793
8000,0.00217467
8010,0.00189782
8020,0.00190626
8030,0.00185053
8040,0.002365849
8050,0.002603102
8060,0.003029415
8070,0.003597129
8080,0.004397966
8090,0.004912039
8100,0.005165625
8110,0.005068775
8120,0.004789123
8130,0.004593392
8140,0.004170317
8150,0.00371456
8160,0.003757188
8170,0.003790063
8180,0.00403188
8190,0.003715092
8200,0.003936151
8210,0.004209539
8220,0.003831053
8230,0.003544358
8240,0.003433361
8250,0.002371582
8260,0.001838508
8270,0.001360781
8280,0.001083468
8290,0.000863501
8300,0.001132847
8310,0.001139257
8320,0.000902552
8330,0.000775031
8340,0.000788475
8350,0.000861581
8360,0.001101149
8370,0.001566995
8380,0.002434983
8390,0.003914666
8400,0.004127496
8410,0.00475413
8420,0.004407579
8430,0.003055722
8440,0.00180643
8450,0.001475149
8460,0.000619843
8470,0.000544844
8480,0.000585477
8490,0.000103797
8500,-6.40E-05
8510,-8.52E-05
8520,-0.000109934
8530,0.0003144
8540,0.00060572
8550,0.000105947
8560,-7.84E-05
8570,-0.000291142
8580,-3.24E-05
8590,0.000430296
8600,0.000741292
8610,0.000225367
8620,-0.000105132
8630,5.58E-09
8640,0.000579663
8650,0.000478377
8660,-0.00013472
8670,-0.000270764
8680,-0.000148988
8690,0.000526213
8700,0.000481295
8710,-0.000159556
8720,6.73E-05
8730,-0.000103091
8740,-1.62E-05
8750,0.00022928
8760,0.000982845
8770,0.000358354
8780,0.000316998
8790,0.000292677
8800,0.00046913
8810,0.000324172
8820,4.59E-05
8830,0.000384039
8840,0.00044012
8850,0.000187087
8860,0.00122044
8870,-0.000713143
8880,-0.000478169
8890,0.000338773
8900,0.000317902
8910,0.000866019
8920,0.000359992
8930,0.001136308
8940,6.02E-05
8950,0.000351559
8960,0.001222675
8970,0.00174377
8980,0.000764424
8990,0.001782658
9000,0.003275132
