Wavelength,Transmission
472.23682459409105, 0.33508207619109953
484.49727175938256, 0.25927047838392525
496.757718924674, 0.1692442059878232
509.01816608996546, 0.13133840708424316
521.2786132552569, 0.14555308167309988
533.5390604205484, 0.2308411292062118
543.5703353739686, 1.498383968972206
555.4479323780791, 96.99571335036109
554.1337819235741, 80.25732686325978
553.6005012864873, 70.1812547809514
551.1495208943306, 60.24709253328839
551.1495208943306, 49.85427011889173
550.0986254230199, 39.60142840473196
546.9140936917754, 5.082783388867995
554.7642548723861, 90.80579495040982
554.4921701712358, 86.3624280657822
550.675821799308, 29.722737232428784
548.7726614024193, 9.747825072281529
553.4149217756483, 75.43499850899144
550.1469479194394, 17.63860545320179
553.1552213645639, 65.28193027266009
551.3724381155178, 55.01419699464534
551.3724381155178, 45.007066084092884
551.3724381155178, 34.79145327957059
551.9297311684855, 23.168587690751863
549.5905790672228, 13.52630009464663
562.0538882974005, 98.55868091120071
574.7787463401651, 98.60586573379427
587.0391935054565, 99.19340561680019
599.299640670748, 99.25500254001855
611.5600878360394, 99.40662573563299
623.8205350013309, 99.34739792484609
636.0809821666223, 99.32844502539429
648.3414293319138, 99.37108904916086
660.6018764972052, 99.20998940382052
672.8623236624967, 99.07258088279494
684.4915417147253, 97.79841564132816
690.3981087155828, 60.67448041592657
689.0617144293617, 90.18348880048111
692.6524476248325, 40.19774962425586
694.8498517053879, 23.481310531706626
690.2123443645935, 70.28549572793632
694.4836305562948, 29.38318920250491
689.8288010528496, 79.85828935938493
691.2899624404815, 50.63607722127864
693.5551784816489, 34.37448949163091
688.161278840345, 95.44531147261637
689.4702111613877, 85.09813429449365
690.9554017685506, 56.10872693798701
691.9211915535445, 45.78887318647979
690.6957013574661, 74.92421786876531
690.9554017685506, 65.88663148750794
698.3584808357733, 10.289618690764826
697.0865495519475, 16.51502677332782
703.624900186319, 5.166176146455939
707.9338937686688, 1.4258285116197698
718.5603540058557, 0.25927047838392525
730.8208011711473, 0.2876998275616245
742.523955283471, 0.2876998275616245
